Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_wrapper_0_bram_addr_0[31:0],design_1_i/fft_module_0_bram_addr[31:0],design_1_i/design_1_wrapper_0_fft_last_0,design_1_i/design_1_wrapper_0_fft_last_1,design_1_i/design_1_wrapper_0_fft_out_0[63:0],design_1_i/design_1_wrapper_0_fft_out_1[63:0],design_1_i/design_1_wrapper_0_fft_valid_0,design_1_i/design_1_wrapper_0_fft_valid_1,design_1_i/design_1_wrapper_0_tdata_0[31:0],design_1_i/design_1_wrapper_0_tdata_1[31:0],design_1_i/design_1_wrapper_0_tdata_valid_0,design_1_i/design_1_wrapper_0_tdata_valid_1,design_1_i/adc_buffer_0_Q1[13:0],design_1_i/adc_buffer_0_Q2[13:0],design_1_i/design_1_wrapper_0_event_data_in_channel_halt_0,design_1_i/design_1_wrapper_0_event_frame_started_0,design_1_i/design_1_wrapper_0_event_tlast_missing_0,design_1_i/design_1_wrapper_0_event_tlast_unexpected_0
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1682,1682,0,00001418,000013f0,0,0,424d9ff0c1a05d80,c2386cf0412399d0,1,1,437a0000,43550000,1,1,01ab,0138,0,0,0,0
1683,1683,0,00001420,000013f8,0,0,c1a7b4ccc2187036,be1b8000c1e7cbd4,1,1,43d58000,c29a0000,1,1,0142,00d0,0,0,0,0
1684,1684,0,00001428,00001400,0,0,423f2bdac240ebe4,c292a6dcbfb8c940,1,1,43a10000,c3af8000,1,1,001a,3fa5,0,0,0,0
1685,1685,0,00001430,00001408,0,0,41a3b4a440b03260,41938f3cbf1c9b00,1,1,41d00000,c3c60000,1,1,3f08,3e9b,0,0,0,0
1686,1686,0,00001438,00001410,0,0,42ed58df4202d7d6,417eb060c1df5bf8,1,1,c3780000,c3340000,1,1,3ee5,3e76,0,0,0,0
1687,1687,0,00001440,00001418,0,0,c198669441c4ee94,419083144212eed4,1,1,c38d8000,43070000,1,1,3fca,3f56,0,0,0,0
1688,1688,0,00001448,00001420,0,0,41d12a68c2358fee,42852e5e41db1e10,1,1,c2580000,439c0000,1,1,0106,0090,0,0,0,0
1689,1689,0,00001450,00001428,0,0,40ab1930c2371a1e,4289af28c257e518,1,1,43830000,43500000,1,1,01aa,0134,0,0,0,0
1690,1690,0,00001458,00001430,0,0,c1be4920c29c0f05,408bfde040b249e0,1,1,43d50000,c2b60000,1,1,013b,00c6,0,0,0,0
1691,1691,0,00001460,00001438,0,0,42c4643dc117ba70,425cb4a0c1289ee8,1,1,439d8000,c3b28000,1,1,0010,3f9a,0,0,0,0
1692,1692,0,00001468,00001440,0,0,c1149878c24a9556,c237c510c2ad307c,1,1,41800000,c3c50000,1,1,3f0b,3e96,0,0,0,0
1693,1693,0,00001470,00001448,0,0,c1d858e0420d8d26,c01cb8c0c26e3168,1,1,c3750000,c32a0000,1,1,3eea,3e7b,0,0,0,0
1694,1694,0,00001478,00001450,0,0,c26b09d84205f226,c1a4bdb4c2b90ac8,1,1,c38b0000,43100000,1,1,3fd3,3f62,0,0,0,0
1695,1695,0,00001480,00001458,0,0,c1804024c26e5a96,412b5fc8c11d2778,1,1,c2340000,439a0000,1,1,010f,0099,0,0,0,0
1696,1696,0,00001488,00001460,0,0,c033f740405046c0,3d56c80041f77160,1,1,43878000,43460000,1,1,01ab,0139,0,0,0,0
1697,1697,0,00001490,00001468,0,0,41da38084197d0b8,3f4e72004207272a,1,1,43d58000,c2cc0000,1,1,0133,00c2,0,0,0,0
1698,1698,0,00001498,00001470,0,0,42edd67142b98a37,c1b508d841033928,1,1,43998000,c3b50000,1,1,0004,3f93,0,0,0,0
1699,1699,0,000014a0,00001478,0,0,c1a94e4cc238e2c6,422ef4324194abdc,1,1,40800000,c3c28000,1,1,3f02,3e90,0,0,0,0
1700,1700,0,000014a8,00001480,0,0,c119a0c84121e948,c20a7dbac1c96c84,1,1,c37e0000,c31e0000,1,1,3ef2,3e7c,0,0,0,0
1701,1701,0,000014b0,00001488,0,0,4113f5e8c24338c0,c055b600c2694106,1,1,c3870000,43190000,1,1,3fde,3f69,0,0,0,0
1702,1702,0,000014b8,00001490,0,0,426da3b4c16b9fd8,40d387304225797a,1,1,c2080000,439c8000,1,1,011b,00a2,0,0,0,0
1703,1703,0,000014c0,00001498,0,0,400e794041056760,42d2158e40011700,1,1,438d8000,43420000,1,1,01a8,0136,0,0,0,0
1704,1704,0,000014c8,000014a0,0,0,40b090c0429de0c0,410ad228c2d34faa,1,1,43d40000,c2da0000,1,1,012b,00b8,0,0,0,0
1705,1705,0,000014d0,000014a8,0,0,c1e2de78c1852f78,406945c0c095f100,1,1,43958000,c3b80000,1,1,3ff7,3f88,0,0,0,0
1706,1706,0,000014d8,000014b0,0,0,c250f0aac2881d6d,c1ec2f60c19302f4,1,1,c1100000,c3c20000,1,1,3efa,3e88,0,0,0,0
1707,1707,0,000014e0,000014b8,0,0,418c3434426da566,c22f4da4c17efc68,1,1,c3830000,c3170000,1,1,3ef2,3e83,0,0,0,0
1708,1708,0,000014e8,000014c0,0,0,42904c58c0f02f00,41cd2d7cc2084018,1,1,c3870000,43220000,1,1,3fe9,3f79,0,0,0,0
1709,1709,0,000014f0,000014c8,0,0,4143c99041e59f80,c101c4d04293d96c,1,1,c1b80000,439b0000,1,1,0122,00a8,0,0,0,0
1710,1710,0,000014f8,000014d0,0,0,4289569cc20060fc,41b0e86c41ee6cfc,1,1,43910000,43380000,1,1,01b1,013b,0,0,0,0
1711,1711,0,00001500,000014d8,0,0,41e51bccc1458018,42d1f77ac1cb9058,1,1,43d88000,c2f00000,1,1,0123,00af,0,0,0,0
1712,1712,0,00001508,000014e0,0,0,c20de90c42213072,41a86a38c249005c,1,1,43918000,c3bc0000,1,1,3fe8,3f7b,0,0,0,0
1713,1713,0,00001510,000014e8,0,0,c20a1a00c1a884c8,4221ab02c0c74850,1,1,c1c00000,c3be8000,1,1,3ef7,3e84,0,0,0,0
1714,1714,0,00001518,000014f0,0,0,42101430c24be460,bf7d9100c2b4fc7f,1,1,c3848000,c3070000,1,1,3efc,3e87,0,0,0,0
1715,1715,0,00001520,000014f8,0,0,c1d240ccc2e290c7,c1993fa4421a13de,1,1,c3820000,43280000,1,1,3ff4,3f83,0,0,0,0
1716,1716,0,00001528,00001500,0,0,c0cada9042b913cc,41c71108c1c3b2c0,1,1,c1400000,439d8000,1,1,012a,00b5,0,0,0,0
1717,1717,0,00001530,00001508,0,0,414d773042531294,42811347c24d7c3e,1,1,43950000,432f0000,1,1,01ae,0139,0,0,0,0
1718,1718,0,00001538,00001510,0,0,c1a37cfcc27a1f1c,c0a1b6f0bf4aa500,1,1,43d70000,c3050000,1,1,0117,00a3,0,0,0,0
1719,1719,0,00001540,00001518,0,0,422899bac2633f94,c1f0f11042a06b16,1,1,438b8000,c3be0000,1,1,3fe3,3f72,0,0,0,0
1720,1720,0,00001548,00001520,0,0,c29df3afc182f68c,c2d86af84170dc00,1,1,c1e80000,c3bc8000,1,1,3ef2,3e7f,0,0,0,0
1721,1721,0,00001550,00001528,0,0,42b8667bc288aa73,c27ae3a2bfa70400,1,1,c3870000,c2fa0000,1,1,3f01,3e89,0,0,0,0
1722,1722,0,00001558,00001530,0,0,426dc668413ef0d0,4028254041700040,1,1,c37f0000,43350000,1,1,0003,3f8f,0,0,0,0
1723,1723,0,00001560,00001538,0,0,c2a11b00421fde14,41bc8a04c2117236,1,1,40400000,439c8000,1,1,0132,00be,0,0,0,0
1724,1724,0,00001568,00001540,0,0,424eb3ea4208b0b2,4240d36c41b83620,1,1,43990000,43230000,1,1,01ae,0136,0,0,0,0
1725,1725,0,00001570,00001548,0,0,42522c92c1a5e86c,c29743ab41c7d7ec,1,1,43d70000,c30e0000,1,1,0112,009c,0,0,0,0
1726,1726,0,00001578,00001550,0,0,c034bb60c172de28,c088f1f0c11f0d28,1,1,43890000,c3c08000,1,1,3fd6,3f64,0,0,0,0
1727,1727,0,00001580,00001558,0,0,4295b120c28b1d1e,c2a04dcfc1a740ec,1,1,c2280000,c3bb8000,1,1,3eec,3e7a,0,0,0,0
1728,1728,0,00001588,00001560,0,0,402dc8e0c1a63734,428e5d1d4257b8b2,1,1,c38a0000,c2e20000,1,1,3f05,3e8f,0,0,0,0
1729,1729,0,00001590,00001568,0,0,bfa6bd0042104af6,42d4c0d241a19010,1,1,c37b0000,433e0000,1,1,000f,3f9c,0,0,0,0
1730,1730,0,00001598,00001570,0,0,4106a420418c9110,42ec4e3741eb4408,1,1,41700000,439b0000,1,1,0139,00c5,0,0,0,0
1731,1731,0,000015a0,00001578,0,0,c1d38994c1f09ce0,c2b6b84a41e680e8,1,1,439c8000,431c0000,1,1,01aa,0134,0,0,0,0
1732,1732,0,000015a8,00001580,0,0,c2a70e6cc28f7823,420d4d7642bc7c2b,1,1,43d50000,c31c0000,1,1,0109,0093,0,0,0,0
1733,1733,0,000015b0,00001588,0,0,c1bf93e0c29bae66,4126f6f8c283b219,1,1,43848000,c3c30000,1,1,3fcf,3f59,0,0,0,0
1734,1734,0,000015b8,00001590,0,0,c28f6fa3c14f2a08,c23bc128c2b1a279,1,1,c2440000,c3b88000,1,1,3eec,3e7a,0,0,0,0
1735,1735,0,000015c0,00001598,0,0,4028cb604112dc18,424eb516c18d1954,1,1,c38a0000,c2c80000,1,1,3f09,3e9a,0,0,0,0
1736,1736,0,000015c8,000015a0,0,0,c1b87fb8c29c125d,42745a30c1dec434,1,1,c3770000,43450000,1,1,0016,3fa1,0,0,0,0
1737,1737,0,000015d0,000015a8,0,0,41d4aad0c29b1fe9,c1474c48c25dc45c,1,1,41b00000,439a0000,1,1,0144,00cb,0,0,0,0
1738,1738,0,000015d8,000015b0,0,0,c2470f9ac1afb04c,410feab04299fc0a,1,1,43a20000,43130000,1,1,01af,0134,0,0,0,0
1739,1739,0,000015e0,000015b8,0,0,c27682a0c0c5ec40,42152e204292a3c0,1,1,43d78000,c3270000,1,1,0100,0087,0,0,0,0
1740,1740,0,000015e8,000015c0,0,0,c2021b4c42093eba,417bca60c1fc26dc,1,1,43800000,c3c30000,1,1,3fc3,3f52,0,0,0,0
1741,1741,0,000015f0,000015c8,0,0,422f9bd241589790,428d8f4bc1875534,1,1,c2740000,c3b30000,1,1,3ee9,3e76,0,0,0,0
1742,1742,0,000015f8,000015d0,0,0,c2889b44c21e50f0,42525eda42355fee,1,1,c38b8000,c2be0000,1,1,3f11,3e9f,0,0,0,0
1743,1743,0,00001600,000015d8,0,0,429c4604c1b85e14,42685fc2c05bfc20,1,1,c36f0000,434b0000,1,1,0024,3fb0,0,0,0,0
1744,1744,0,00001608,000015e0,0,0,424ba3bac15a5db8,421f93fcc1ad1c4c,1,1,42100000,439a0000,1,1,014a,00d2,0,0,0,0
1745,1745,0,00001610,000015e8,0,0,c1292808c244b354,41f21288420b1b7a,1,1,43a50000,43070000,1,1,01a8,012f,0,0,0,0
1746,1746,0,00001618,000015f0,0,0,424dacf8c04d33c0,4018d9404123a880,1,1,43d40000,c32e0000,1,1,00f6,0084,0,0,0,0
1747,1747,0,00001620,000015f8,0,0,41296c70c19d1ec4,c2c7c8a0c210954c,1,1,43760000,c3c50000,1,1,3fba,3f45,0,0,0,0
1748,1748,0,00001628,00001600,0,0,42a547654209eda0,41f900b0c16bfc58,1,1,c28c0000,c3b08000,1,1,3edf,3e72,0,0,0,0
1749,1749,0,00001630,00001608,0,0,c00aa7a0c2ba5c8d,42467c9841a46068,1,1,c3908000,c2a00000,1,1,3f18,3ea5,0,0,0,0
1750,1750,0,00001638,00001610,0,0,c140ff08c23924aa,41a22e88c059ac40,1,1,c3680000,43520000,1,1,002b,3fb9,0,0,0,0
1751,1751,0,00001640,00001618,0,0,426aab8ec0cea840,4216abd04145c420,1,1,422c0000,43978000,1,1,0150,00dc,0,0,0,0
1752,1752,0,00001648,00001620,0,0,415b2fe8c2c18394,c2372280c230dbbe,1,1,43a80000,43040000,1,1,01a7,0130,0,0,0,0
1753,1753,0,00001650,00001628,0,0,c29de040c1f7ffe8,41055a30c1ac82cc,1,1,43d38000,c33b0000,1,1,00eb,0078,0,0,0,0
1754,1754,0,00001658,00001630,0,0,423e3aacc1f28288,4088a5c042b190b3,1,1,436b0000,c3c70000,1,1,3faf,3f36,0,0,0,0
1755,1755,0,00001660,00001638,0,0,c11cde80c1996204,c123b3603fd08dc0,1,1,c2a20000,c3ad8000,1,1,3edf,3e6c,0,0,0,0
1756,1756,0,00001668,00001640,0,0,4051b8e0c157ccb8,42349f3a42006c86,1,1,c3908000,c28e0000,1,1,3f1a,3eaf,0,0,0,0
1757,1757,0,00001670,00001648,0,0,428a85e14264a168,c20c66e2c2344b8e,1,1,c3660000,435c0000,1,1,003b,3fc6,0,0,0,0
1758,1758,0,00001678,00001650,0,0,c0877c70bec67d00,c2899f96c21368d8,1,1,426c0000,43980000,1,1,015d,00e5,0,0,0,0
1759,1759,0,00001680,00001658,0,0,c14326b040e23190,41043838c1b49b38,1,1,43ae8000,42f00000,1,1,01a4,012e,0,0,0,0
1760,1760,0,00001688,00001660,0,0,c1eda6b4c2788ae8,41854644c208a006,1,1,43d20000,c34a0000,1,1,00e1,006e,0,0,0,0
1761,1761,0,00001690,00001668,0,0,c29c2b2f40b56290,40cda020c088af10,1,1,43610000,c3ca0000,1,1,3fa3,3f32,0,0,0,0
1762,1762,0,00001698,00001670,0,0,40de8950c2015c6a,429c11c1428b574d,1,1,c2ba0000,c3a88000,1,1,3edc,3e6e,0,0,0,0
1763,1763,0,000016a0,00001678,0,0,c1fe7ac441de33b8,4198157c410cb448,1,1,c3920000,c2680000,1,1,3f24,3eb7,0,0,0,0
1764,1764,0,000016a8,00001680,0,0,424109b2c1257bd0,4285fe7f4215eaba,1,1,c35c0000,43650000,1,1,0042,3fce,0,0,0,0
1765,1765,0,000016b0,00001688,0,0,41126e80c1be5e04,4286cb7841e99a00,1,1,42840000,43970000,1,1,0165,00eb,0,0,0,0
1766,1766,0,000016b8,00001690,0,0,c16cc638c0f044f0,c25ddd5a422ffc7a,1,1,43b28000,42dc0000,1,1,01a0,012d,0,0,0,0
1767,1767,0,000016c0,00001698,0,0,c18c3334c0426da0,425ead4442800c53,1,1,43d00000,c34e0000,1,1,00d5,005e,0,0,0,0
1768,1768,0,000016c8,000016a0,0,0,c07da9e0c2010940,c10ac3a8c02620c0,1,1,43550000,c3c90000,1,1,3f96,3f24,0,0,0,0
1769,1769,0,000016d0,000016a8,0,0,c1a5a2ccc2877d3f,c18aa0c841ae96f8,1,1,c2d40000,c3a48000,1,1,3ed8,3e6d,0,0,0,0
1770,1770,0,000016d8,000016b0,0,0,4287e9bac18cbcb0,c1c7562c41e74264,1,1,c3940000,c2480000,1,1,3f2d,3eb9,0,0,0,0
1771,1771,0,000016e0,000016b8,0,0,c16408484229f1ae,c29b061242b9d8c0,1,1,c3530000,436b0000,1,1,0051,3fdc,0,0,0,0
1772,1772,0,000016e8,000016c0,0,0,428321cac15735b0,c0f3f060c043b300,1,1,42a20000,43968000,1,1,0169,00f6,0,0,0,0
1773,1773,0,000016f0,000016c8,0,0,c27a5db4c1f050f0,40dc0e704259d3aa,1,1,43b48000,42bc0000,1,1,01a0,0129,0,0,0,0
1774,1774,0,000016f8,000016d0,0,0,41b253f0c185f300,c29b444b41fc4d40,1,1,43d00000,c35c0000,1,1,00c7,0058,0,0,0,0
1775,1775,0,00001700,000016d8,0,0,423566ce425bdcf0,c074c220c1207670,1,1,43470000,c3c98000,1,1,3f8e,3f1a,0,0,0,0
1776,1776,0,00001708,000016e0,0,0,4166c70842ffe91f,c2b84e53409072c0,1,1,c2e40000,c3a38000,1,1,3ed5,3e68,0,0,0,0
1777,1777,0,00001710,000016e8,0,0,427db83a42195868,c15dbf68421fda26,1,1,c3958000,c2100000,1,1,3f33,3ec1,0,0,0,0
1778,1778,0,00001718,000016f0,0,0,418591bcc13c4130,40135f00425ff034,1,1,c34d0000,43760000,1,1,005b,3fe5,0,0,0,0
1779,1779,0,00001720,000016f8,0,0,42b26cb1c1dffff8,c175a74841c9a220,1,1,42b60000,43948000,1,1,0171,00fa,0,0,0,0
1780,1780,0,00001728,00001700,0,0,c2c522f2c154a3d0,41bcbcb042a43a28,1,1,43b88000,42b00000,1,1,019b,0125,0,0,0,0
1781,1781,0,00001730,00001708,0,0,41062298c1899534,422369a6418d4e68,1,1,43cd8000,c3660000,1,1,00bf,004f,0,0,0,0
1782,1782,0,00001738,00001710,0,0,c263715441d7398c,4233ec84c1f612dc,1,1,433f0000,c3cc0000,1,1,3f84,3f16,0,0,0,0
1783,1783,0,00001740,00001718,0,0,42ba9691c0619860,c2779b42423b667a,1,1,c2f80000,c39f8000,1,1,3ed6,3e64,0,0,0,0
1784,1784,0,00001748,00001720,0,0,42824196c0e83300,409c0950420f7b04,1,1,c3950000,c1d80000,1,1,3f3b,3ec5,0,0,0,0
1785,1785,0,00001750,00001728,0,0,c148e7584217fe9c,c267e830c117f690,1,1,c3450000,437a0000,1,1,0066,3ff0,0,0,0,0
1786,1786,0,00001758,00001730,0,0,c07e2b0042722f6c,c1329ea84117dba0,1,1,42cc0000,43928000,1,1,0173,00fc,0,0,0,0
1787,1787,0,00001760,00001738,0,0,41bf6f84bf9ac980,c100d908c2779c7a,1,1,43b98000,429e0000,1,1,0196,0121,0,0,0,0
1788,1788,0,00001768,00001740,0,0,42248f2c426bc458,c23b0366418263d4,1,1,43cb0000,c36a0000,1,1,00b6,0042,0,0,0,0
1789,1789,0,00001770,00001748,0,0,4186b840c2038b7e,42021012c25307cc,1,1,43360000,c3ce0000,1,1,3f80,3f08,0,0,0,0
1790,1790,0,00001778,00001750,0,0,c0de1f50c2b43d11,c00239804220e60e,1,1,c3000000,c39d8000,1,1,3ed3,3e62,0,0,0,0
1791,1791,0,00001780,00001758,0,0,41ca787842105b40,41ddf5c440553220,1,1,c3968000,c1800000,1,1,3f45,3ecf,0,0,0,0
1792,1792,0,00001788,00001760,0,0,41fa5d24c295585e,c23ee362c1d53dcc,1,1,c33b0000,437c0000,1,1,006f,3ffc,0,0,0,0
1793,1793,0,00001790,00001768,0,0,42381934c1f157a8,c225228ec27c1f6a,1,1,42de0000,43908000,1,1,0179,0106,0,0,0,0
1794,1794,0,00001798,00001770,0,0,c28685bf40ac1290,c26a64424125ff38,1,1,43bc8000,42840000,1,1,0192,011b,0,0,0,0
1795,1795,0,000017a0,00001778,0,0,420d2c843ef85200,c1ae6d50c238666a,1,1,43c90000,c3780000,1,1,00ae,0038,0,0,0,0
1796,1796,0,000017a8,00001780,0,0,c21ec9a642b72f12,c12da6f04015c5c0,1,1,432e0000,c3cf0000,1,1,3f72,3f00,0,0,0,0
1797,1797,0,000017b0,00001788,0,0,c1e3ed2cc10cdf68,4270bb18c2217f8a,1,1,c30e0000,c3988000,1,1,3ed5,3e66,0,0,0,0
1798,1798,0,000017b8,00001790,0,0,c0fe8340c18aa9e0,40dea430427d5708,1,1,c3958000,c0800000,1,1,3f46,3edb,0,0,0,0
1799,1799,0,000017c0,00001798,0,0,c247ee1a41fab010,4222b5d041f8caa4,1,1,c33a0000,43830000,1,1,007c,0007,0,0,0,0
1800,1800,0,000017c8,000017a0,0,0,c2201524c2591b72,c1374b28c0cbcbd0,1,1,42f80000,438d8000,1,1,0180,010a,0,0,0,0
1801,1801,0,000017d0,000017a8,0,0,4194abc4c120dde0,42d5aba942b1d09b,1,1,43c00000,42600000,1,1,0191,011b,0,0,0,0
1802,1802,0,000017d8,000017b0,0,0,c1ce02a8c287f529,4260cb504215193a,1,1,43c88000,c3800000,1,1,00a1,002e,0,0,0,0
1803,1803,0,000017e0,000017b8,0,0,c1ec7e8441247e78,c1e4072c424d0a1e,1,1,43210000,c3cd0000,1,1,3f6b,3ef8,0,0,0,0
1804,1804,0,000017e8,000017c0,0,0,40fb6e80c217067a,42070c7a4096fe70,1,1,c3150000,c3928000,1,1,3ed2,3e63,0,0,0,0
1805,1805,0,000017f0,000017c8,0,0,c0e68eb0418ea810,c1b6c6c4c2322eae,1,1,c3970000,40e00000,1,1,3f54,3ee2,0,0,0,0
1806,1806,0,000017f8,000017d0,0,0,c1498d10c22ee3fc,c22d2ab241c8d49c,1,1,c32c0000,43850000,1,1,0086,0016,0,0,0,0
1807,1807,0,00001800,000017d8,0,0,42180000bf800000,429315f5c29c3db4,1,1,43060000,438d8000,1,1,0184,0111,0,0,0,0
1808,1808,0,00001808,000017e0,0,0,41c5fb44c1fc45ac,418141c4c1db7d9c,1,1,43c20000,42380000,1,1,018d,0114,0,0,0,0
1809,1809,0,00001810,000017e8,0,0,41d17c8cc2008382,415cffe842550976,1,1,43c68000,c3840000,1,1,0098,0023,0,0,0,0
1810,1810,0,00001818,000017f0,0,0,c1e4be9442429d3c,428d41544305fe6c,1,1,43180000,c3ce8000,1,1,3f61,3eed,0,0,0,0
1811,1811,0,00001820,000017f8,0,0,c2af2107421883d0,40ea2c70be5cce00,1,1,c31f0000,c38f0000,1,1,3ed3,3e64,0,0,0,0
1812,1812,0,00001828,00001800,0,0,42819a61c22a1d52,c1d00000c2400000,1,1,c3968000,41b00000,1,1,3f5a,3eea,0,0,0,0
1813,1813,0,00001830,00001808,0,0,42228294c1fd3100,c1728830c2672a4a,1,1,c3260000,43888000,1,1,0094,0021,0,0,0,0
1814,1814,0,00001838,00001810,0,0,c29195e241aa30ac,c21d3956420ae0e2,1,1,43140000,438a0000,1,1,018d,0114,0,0,0,0
1815,1815,0,00001840,00001818,0,0,429d747f4205d4ba,c1cb8128420b6d70,1,1,43c68000,420c0000,1,1,0186,0113,0,0,0,0
1816,1816,0,00001848,00001820,0,0,c13cf62841a05bd8,41f67b0cc1aa1d64,1,1,43c30000,c3898000,1,1,008a,0019,0,0,0,0
1817,1817,0,00001850,00001828,0,0,4138d1e0c17d5380,423bb01ac1aebb58,1,1,430a0000,c3ce0000,1,1,3f57,3ee4,0,0,0,0
1818,1818,0,00001858,00001830,0,0,429b8dd3c11f3ac8,c205f83ac0582940,1,1,c3290000,c38b0000,1,1,3ed4,3e5f,0,0,0,0
1819,1819,0,00001860,00001838,0,0,4187326c42212dea,c29ee13e404378a0,1,1,c3960000,42040000,1,1,3f67,3ef1,0,0,0,0
1820,1820,0,00001868,00001840,0,0,c2983e9241bf12c4,429a1fcac2aa9e31,1,1,c3190000,438a0000,1,1,00a0,0028,0,0,0,0
1821,1821,0,00001870,00001848,0,0,c250e02a41e7a6b4,c1e7cf58bf6b2b80,1,1,43200000,43898000,1,1,0190,0119,0,0,0,0
1822,1822,0,00001878,00001850,0,0,c29d2d8642887e86,40ded0104275e9fc,1,1,43c80000,41c80000,1,1,0181,010b,0,0,0,0
1823,1823,0,00001880,00001858,0,0,42d954bc3fe2ddc0,42246bf2414c2748,1,1,43c08000,c38e0000,1,1,0081,000e,0,0,0,0
1824,1824,0,00001888,00001860,0,0,c1a5bd2842d2b7be,be29a600c1fca1c4,1,1,43010000,c3d08000,1,1,3f51,3edd,0,0,0,0
1825,1825,0,00001890,00001868,0,0,c10158a0418dc09c,c24413964214e258,1,1,c32f0000,c3878000,1,1,3ed5,3e63,0,0,0,0
1826,1826,0,00001898,00001870,0,0,41989690c25b8728,c1a11158c198f8f4,1,1,c3958000,42200000,1,1,3f6b,3efe,0,0,0,0
1827,1827,0,000018a0,00001878,0,0,c1c1fda4c2255410,3fec67c04235df22,1,1,c3150000,438c8000,1,1,00a8,0033,0,0,0,0
1828,1828,0,000018a8,00001880,0,0,c2ecf95dc1359a48,c10912b03f854980,1,1,43280000,43858000,1,1,0191,011e,0,0,0,0
1829,1829,0,000018b0,00001888,0,0,41b0b80cc27dbe4e,42a5a983c15b6328,1,1,43c88000,41600000,1,1,0179,0107,0,0,0,0
1830,1830,0,000018b8,00001890,0,0,41f76384410e00d0,427e3722c0e317e0,1,1,43bc8000,c3918000,1,1,0072,0000,0,0,0,0
1831,1831,0,000018c0,00001898,0,0,c1fd59d441d9e354,408cdcf0420c77e4,1,1,42e40000,c3ce8000,1,1,3f45,3ed7,0,0,0,0
1832,1832,0,000018c8,000018a0,0,0,4249e7c4c2657068,40bf31b0c1007200,1,1,c33b0000,c3810000,1,1,3ed6,3e61,0,0,0,0
1833,1833,0,000018d0,000018a8,0,0,c23970d641de720c,c1d6b29cc2878d99,1,1,c3950000,424c0000,1,1,3f75,3f01,0,0,0,0
1834,1834,0,000018d8,000018b0,0,0,c2b3598b42b602bc,c1c509b4416c2f50,1,1,c30b0000,438f0000,1,1,00b3,0040,0,0,0,0
1835,1835,0,000018e0,000018b8,0,0,421f25fcc2ab172a,423482ccc1c4cfa4,1,1,43330000,43838000,1,1,0195,0122,0,0,0,0
1836,1836,0,000018e8,000018c0,0,0,c1f42c70c2308326,4142b6c8404f3a20,1,1,43ca8000,00000000,1,1,0174,0101,0,0,0,0
1837,1837,0,000018f0,000018c8,0,0,c297f18cc29e0151,419171c0c1a797fc,1,1,43ba0000,c3948000,1,1,006c,3ff7,0,0,0,0
1838,1838,0,000018f8,000018d0,0,0,419f1a14419ed1c0,c00139e0c1c15a40,1,1,42d80000,c3cf8000,1,1,3f3e,3ecb,0,0,0,0
1839,1839,0,00001900,000018d8,0,0,c26b8b4e42453fb8,420dd6c04182196c,1,1,c3420000,c37f0000,1,1,3ed4,3e65,0,0,0,0
1840,1840,0,00001908,000018e0,0,0,4204cf5c4283a6d3,c2961dc23e565600,1,1,c3960000,42800000,1,1,3f81,3f0b,0,0,0,0
1841,1841,0,00001910,000018e8,0,0,41a36444c19652b4,c250e5ce42206d40,1,1,c2fe0000,43910000,1,1,00bc,0048,0,0,0,0
1842,1842,0,00001918,000018f0,0,0,4194abb8c216bc56,c22857bcc2a9b83a,1,1,433c0000,43808000,1,1,019b,0122,0,0,0,0
1843,1843,0,00001920,000018f8,0,0,c1ed8b6cc183bcc4,424c7cda41c8bd1c,1,1,43cd8000,c1100000,1,1,0170,00fd,0,0,0,0
1844,1844,0,00001928,00001900,0,0,c2ede5dd40acbd90,c2110d3ac08775b0,1,1,43b80000,c39a8000,1,1,0062,3fef,0,0,0,0
1845,1845,0,00001930,00001908,0,0,425890f440e5f0e0,42add282c255c700,1,1,42c40000,c3cd8000,1,1,3f3a,3ec8,0,0,0,0
1846,1846,0,00001938,00001910,0,0,41852b38c1bd61e4,c2a8d6d841ab053c,1,1,c3460000,c3750000,1,1,3ed9,3e67,0,0,0,0
1847,1847,0,00001940,00001918,0,0,3f67ac0040e68620,415aae9841013748,1,1,c3938000,42900000,1,1,3f89,3f19,0,0,0,0
1848,1848,0,00001948,00001920,0,0,3f11cb0041f9aee4,c1d91e684194542c,1,1,c2ee0000,43910000,1,1,00c8,0050,0,0,0,0
1849,1849,0,00001950,00001928,0,0,425fb020417013b8,424d4614c139d358,1,1,43480000,437d0000,1,1,019e,0128,0,0,0,0
1850,1850,0,00001958,00001930,0,0,41f174c441824d1c,427519b2c20cfb18,1,1,43cf0000,c1880000,1,1,016a,00f7,0,0,0,0
1851,1851,0,00001960,00001938,0,0,41c968dcc19e0cf8,c21ee4f442a6e6d5,1,1,43b50000,c39c0000,1,1,0054,3fe4,0,0,0,0
1852,1852,0,00001968,00001940,0,0,4136e1c8c28610ae,c2473070c09e73f0,1,1,42a80000,c3cc8000,1,1,3f30,3ebd,0,0,0,0
1853,1853,0,00001970,00001948,0,0,c1a2971cc1a0a0ec,4117184041f520cc,1,1,c3500000,c3670000,1,1,3edb,3e67,0,0,0,0
1854,1854,0,00001978,00001950,0,0,410b128840a449b0,410aac00c2a087ba,1,1,c3928000,42a00000,1,1,3f94,3f1e,0,0,0,0
